Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Alexandre,2023-04-08 15:49:36,00:00:09,Autoplayed: user action: None; ,"Temporada 1 (Trailer): Daniel, o Caçador de Magia",TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:09,00:00:09,BR (Brazil)
Alexandre,2023-04-08 15:49:11,00:00:16,Autoplayed: user action: None; ,Temporada 1 (Trailer): Uma Nova Mulher,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:16,Not latest view,BR (Brazil)
Alexandre,2023-04-08 15:46:40,00:02:26,,Temporada 1 (Trailer): Treta,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:02:26,Not latest view,BR (Brazil)
Alexandre,2023-04-08 15:46:22,00:00:05,Autoplayed: user action: None; ,Temporada 8 (Trailer): CoComelon,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:05,00:00:05,BR (Brazil)
Alexandre,2023-04-07 17:10:05,00:57:23,Autoplayed: user action: User_Interaction; ,Mistério em Paris,,TCL TV 2018 UHD Android TV Smart TV,00:57:23,00:57:23,BR (Brazil)
Alexandre,2023-04-07 16:20:20,00:47:24,,Bala Perdida 2,,TCL TV 2018 UHD Android TV Smart TV,01:32:39,01:32:39,BR (Brazil)
Alexandre,2023-04-07 14:34:44,00:37:31,,Padre Johnny,,TCL TV 2018 UHD Android TV Smart TV,00:35:41,Not latest view,BR (Brazil)
Alexandre,2023-04-07 14:33:30,00:01:10,Autoplayed: user action: None; ,Johnny Genre Specific Moment Clip,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:01:10,00:01:10,BR (Brazil)
Alexandre,2023-04-07 14:32:16,00:00:04,Autoplayed: user action: None; ,Minissérie (Clipe): Marinheiro de Guerra,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:04,00:00:04,BR (Brazil)
Alexandre,2023-04-07 03:52:11,00:17:25,,Dragões: Corrida até o Limite: Temporada 1: O olho do Dragão - Parte 1 (Episódio 1),,TCL TV 2018 UHD Android TV Smart TV,00:17:25,00:17:25,BR (Brazil)
Alexandre,2023-04-07 03:51:54,00:00:10,Autoplayed: user action: None; ,Season 1 Teaser : Instant Dream Home,TEASER_TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:10,00:00:10,BR (Brazil)
Alexandre,2023-04-07 03:51:22,00:00:19,Autoplayed: user action: None; ,Supergirl: Season 1_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:19,Not latest view,BR (Brazil)
Alexandre,2023-04-07 03:51:08,00:00:10,Autoplayed: user action: None; ,Volume 1 (Trailer): O Legado de Júpiter,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:10,00:00:10,BR (Brazil)
Alexandre,2023-04-07 03:50:39,00:00:25,Autoplayed: user action: None; ,Temporada 1 (Clipe 2): Resident Evil: A Série,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:25,00:00:25,BR (Brazil)
Alexandre,2023-04-07 03:50:24,00:00:11,Autoplayed: user action: None; ,Arrow: Season 1_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:11,Not latest view,BR (Brazil)
Alexandre,2023-04-07 03:49:57,00:00:13,Autoplayed: user action: None; ,Temporada 1 (Teaser): Tribes of Europa,TEASER_TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:13,Not latest view,BR (Brazil)
Alexandre,2023-04-07 03:49:45,00:00:04,Autoplayed: user action: None; ,Amor ao Primeiro Beijo (Clipe): Amor ao Primeiro Beijo,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:04,00:00:04,BR (Brazil)
Alexandre,2023-04-07 03:48:50,00:00:11,Autoplayed: user action: None; ,Pitch Perfect_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:11,00:00:11,BR (Brazil)
Alexandre,2023-04-07 03:47:38,00:00:51,Autoplayed: user action: None; ,Bring It On: All or Nothing_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:51,00:00:51,BR (Brazil)
Alexandre,2023-04-07 03:47:19,00:00:06,Autoplayed: user action: None; ,The Wedding Ringer_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:06,Not latest view,BR (Brazil)
Alexandre,2023-04-07 03:46:49,00:00:04,Autoplayed: user action: None; ,I Hate Kids_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:04,00:00:04,BR (Brazil)
Alexandre,2023-04-07 03:46:41,00:00:05,Autoplayed: user action: None; ,Grace and Frankie: Season 7 - CLM 9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:05,00:00:05,BR (Brazil)
Alexandre,2023-04-07 03:46:18,00:00:11,Autoplayed: user action: None; ,Julie and the Phantoms: Season 1 - Hook Clip - Bright,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:11,Not latest view,BR (Brazil)
Alexandre,2023-04-07 03:45:42,00:00:29,Autoplayed: user action: None; ,Temporada 3 (Trailer): Eu Nunca...,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:29,00:00:29,BR (Brazil)
Alexandre,2023-04-07 03:45:09,00:00:29,Autoplayed: user action: None; ,It's Okay to Not Be Okay: Season 1_CLIP_MUSIC_2,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:29,00:00:29,BR (Brazil)
Alexandre,2023-04-07 03:44:53,00:00:05,Autoplayed: user action: None; ,Girlboss (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:05,00:00:05,BR (Brazil)
Alexandre,2023-04-07 03:44:09,00:00:26,Autoplayed: user action: None; ,The Ranch (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:27,00:00:27,BR (Brazil)
Alexandre,2023-04-07 03:43:48,00:00:11,Autoplayed: user action: None; ,Marlon: Temporada 1 (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:12,00:00:12,BR (Brazil)
Alexandre,2023-04-07 03:42:49,00:00:07,Autoplayed: user action: None; ,Minissérie (Clipe): Caleidoscópio,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:07,Not latest view,BR (Brazil)
Alexandre,2023-04-07 03:41:03,00:01:34,Autoplayed: user action: None; ,Trailer: Whindersson Nunes: Isso não é um culto,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:01:34,00:01:34,BR (Brazil)
Alexandre,2023-04-07 03:40:51,00:00:06,Autoplayed: user action: None; ,Temporada 1 (Trailer): Três Vidas,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:06,Not latest view,BR (Brazil)
Alexandre,2023-04-07 03:40:01,00:00:17,Autoplayed: user action: None; ,Lou (Clipe 3): Lou,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:17,Not latest view,BR (Brazil)
Alexandre,2023-04-07 03:39:39,00:00:12,Autoplayed: user action: None; ,O Lobo Viking (Clipe): O Lobo Viking,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:12,00:00:12,BR (Brazil)
Alexandre,2023-04-07 03:39:28,00:00:05,Autoplayed: user action: None; ,Temporada 1 (Clipe 2): Hierarquia,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:05,00:00:05,BR (Brazil)
Alexandre,2023-04-07 03:38:29,00:00:21,Autoplayed: user action: None; ,Ghost Rider_hook_05_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:21,Not latest view,BR (Brazil)
Alexandre,2023-04-07 03:38:19,00:00:06,Autoplayed: user action: None; ,The Kingdom_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Alexandre,2023-04-07 03:37:44,00:00:29,Autoplayed: user action: None; ,Trailer: Monster Hunter: Legends of the Guild,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:29,00:00:29,BR (Brazil)
Alexandre,2023-04-07 01:24:24,00:45:16,,Bala Perdida 2,,TCL TV 2018 UHD Android TV Smart TV,00:45:16,Not latest view,BR (Brazil)
Alexandre,2023-04-07 01:24:03,00:00:18,Autoplayed: user action: None; ,Bala Perdida 2 (Clipe): Bala Perdida 2,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:18,00:00:18,BR (Brazil)
Alexandre,2023-04-07 01:23:27,00:00:02,Autoplayed: user action: None; ,Linha de Ação,,TCL TV 2018 UHD Android TV Smart TV,00:16:11,00:16:11,BR (Brazil)
Alexandre,2023-04-07 01:23:10,00:00:02,Autoplayed: user action: None; ,Um Herdeiro no Alasca: Temporada 1: Salve-se quem puder (Episódio 1),,TCL TV 2018 UHD Android TV Smart TV,00:00:02,00:00:02,BR (Brazil)
Alexandre,2023-04-07 01:22:36,00:00:18,Autoplayed: user action: None; ,Ajuste de Contas,,TCL TV 2018 UHD Android TV Smart TV,00:01:47,00:01:47,BR (Brazil)
Alexandre,2023-04-07 01:03:37,00:18:27,Autoplayed: user action: User_Interaction; ,A Perseguição,,TCL TV 2018 UHD Android TV Smart TV,00:18:28,Not latest view,BR (Brazil)
Alexandre,2023-04-07 01:02:51,00:00:16,Autoplayed: user action: None; ,Memória de um Crime,,TCL TV 2018 UHD Android TV Smart TV,00:12:12,00:12:12,BR (Brazil)
Alexandre,2023-04-07 01:02:04,00:00:04,Autoplayed: user action: None; ,Herança de Sangue,,TCL TV 2018 UHD Android TV Smart TV,01:22:22,01:22:22,BR (Brazil)
Alexandre,2023-04-07 01:01:47,00:00:04,Autoplayed: user action: None; ,A Qualquer Custo,,TCL TV 2018 UHD Android TV Smart TV,00:00:04,00:00:04,BR (Brazil)
Alexandre,2023-04-07 00:55:44,00:04:36,,Gotham: Temporada 4: Por trás das máscaras (Episódio 3),,TCL TV 2018 UHD Android TV Smart TV,00:04:36,00:04:36,BR (Brazil)
Alexandre,2023-04-07 00:54:18,00:00:09,Autoplayed: user action: None; ,Gotham: Season 1_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:09,00:00:09,BR (Brazil)
Alexandre,2023-04-07 00:53:38,00:00:30,Autoplayed: user action: None; ,Gotham: Season 1_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:30,Not latest view,BR (Brazil)
Alexandre,2023-04-07 00:52:45,00:00:11,Autoplayed: user action: None; ,Temporada 1 (Trailer): Emergência: Nova York,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:11,00:00:11,BR (Brazil)
Alexandre,2023-04-07 00:52:17,00:00:14,Autoplayed: user action: None; ,Minissérie (Trailer): Marinheiro de Guerra,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:14,00:00:14,BR (Brazil)
Alexandre,2023-04-07 00:52:06,00:00:04,Autoplayed: user action: None; ,Temporada 1 (Trailer): Entrevías,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:04,Not latest view,BR (Brazil)
Alexandre,2023-04-07 00:51:21,00:00:21,Autoplayed: user action: None; ,Temporada 1 (Trailer): Uma Nova Mulher,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:21,Not latest view,BR (Brazil)
Alexandre,2023-04-07 00:51:06,00:00:10,Autoplayed: user action: None; ,Temporada 1 (Trailer): Fauda,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:10,Not latest view,BR (Brazil)
Alexandre,2023-04-07 00:50:09,00:00:05,Autoplayed: user action: None; ,Trailer: Agente Oculto,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:05,00:00:05,BR (Brazil)
Alexandre,2023-04-07 00:46:06,00:03:12,Autoplayed: user action: User_Interaction; ,Abe,,TCL TV 2018 UHD Android TV Smart TV,00:07:17,Not latest view,BR (Brazil)
Alexandre,2023-04-07 00:40:12,00:05:29,,Instável: Temporada 1: Instável (Episódio 1),,TCL TV 2018 UHD Android TV Smart TV,00:05:29,Not latest view,BR (Brazil)
Alexandre,2023-04-07 00:39:35,00:00:34,Autoplayed: user action: None; ,Temporada 1 (Clipe): Instável,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:34,Not latest view,BR (Brazil)
Alexandre,2023-04-07 00:39:12,00:00:14,Autoplayed: user action: None; ,47 Ronins,,TCL TV 2018 UHD Android TV Smart TV,01:49:19,01:49:19,BR (Brazil)
Alexandre,2023-04-07 00:36:22,00:00:42,Autoplayed: user action: None; ,Kingsglaive: Final Fantasy XV_hook_04_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:42,00:00:42,BR (Brazil)
Alexandre,2023-04-07 00:35:59,00:00:17,Autoplayed: user action: None; ,Uma Garota de Muita Sorte (Clipe 2): Uma Garota de Muita Sorte,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:17,Not latest view,BR (Brazil)
Alexandre,2023-04-07 00:35:39,00:00:08,Autoplayed: user action: None; ,Furie_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:08,Not latest view,BR (Brazil)
Alexandre,2023-04-07 00:32:47,00:01:08,Autoplayed: user action: None; ,SAS: Rise of the Black Swan - Upper Bound Clip 2,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:01:08,Not latest view,BR (Brazil)
Alexandre,2023-04-07 00:32:38,00:00:06,Autoplayed: user action: None; ,The Blackout_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Alexandre,2023-04-07 00:32:15,00:00:06,Autoplayed: user action: None; ,Dilema: Parte 1 (Trailer 2),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Alexandre,2023-04-07 00:31:08,00:00:13,Autoplayed: user action: None; ,Tattoo Fail: Temporada 1 (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:13,00:00:13,BR (Brazil)
Alexandre,2023-04-07 00:30:57,00:00:07,Autoplayed: user action: None; ,Temporada 1 (Clipe): Terra de Crocodilos,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:07,00:00:07,BR (Brazil)
Alexandre,2023-04-07 00:28:00,00:00:37,Autoplayed: user action: None; ,Temporada 3 (Clipe): A Rainha do Tráfico,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:37,00:00:37,BR (Brazil)
Alexandre,2023-04-07 00:26:24,00:00:10,Autoplayed: user action: None; ,Lou (Clipe 3): Lou,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:10,Not latest view,BR (Brazil)
Alexandre,2023-04-07 00:25:38,00:00:30,,Trailer: Troco em Dobro,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:30,Not latest view,BR (Brazil)
Alexandre,2023-04-07 00:24:25,00:01:00,Autoplayed: user action: None; ,Spenser Confidential - Baseline Clip 1,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:01:00,00:01:00,BR (Brazil)
Alexandre,2023-04-05 01:17:50,00:40:08,Autoplayed: user action: User_Interaction; ,O Agente Noturno: Temporada 1: Pais (Episódio 10),,TCL TV 2018 UHD Android TV Smart TV,00:42:02,00:42:02,BR (Brazil)
Alexandre,2023-04-05 00:56:43,00:19:38,,O Agente Noturno: Temporada 1: O mal que você conhece (Episódio 9),,TCL TV 2018 UHD Android TV Smart TV,00:41:58,00:41:58,BR (Brazil)
Alexandre,2023-04-05 00:55:15,00:00:08,,O Agente Noturno: Temporada 1: Pais (Episódio 10),,TCL TV 2018 UHD Android TV Smart TV,00:00:11,Not latest view,BR (Brazil)
Alexandre,2023-04-05 00:55:01,00:00:09,Autoplayed: user action: None; ,Temporada 1 (Trailer): O Agente Noturno,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:09,00:00:09,BR (Brazil)
Alexandre,2023-04-05 00:03:58,00:30:08,,O Agente Noturno: Temporada 1: Pais (Episódio 10),,TCL TV 2018 UHD Android TV Smart TV,00:31:46,Not latest view,BR (Brazil)
Alexandre,2023-04-04 23:31:46,00:32:08,,O Agente Noturno: Temporada 1: O mal que você conhece (Episódio 9),,TCL TV 2018 UHD Android TV Smart TV,00:41:58,Not latest view,BR (Brazil)
Alexandre,2023-04-04 23:31:13,00:00:08,Autoplayed: user action: None; ,Titãs: Temporada 2 (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:08,00:00:08,BR (Brazil)
Alexandre,2023-04-04 03:24:50,00:05:17,Autoplayed: user action: User_Interaction; ,O Agente Noturno: Temporada 1: O mal que você conhece (Episódio 9),,TCL TV 2018 UHD Android TV Smart TV,00:09:52,Not latest view,BR (Brazil)
Alexandre,2023-04-04 02:43:21,00:40:52,,O Agente Noturno: Temporada 1: Déjà vu (Episódio 8),,TCL TV 2018 UHD Android TV Smart TV,00:42:25,00:42:25,BR (Brazil)
Alexandre,2023-04-04 02:02:20,00:40:57,,O Agente Noturno: Temporada 1: Um prato que se come frio (Episódio 7),,TCL TV 2018 UHD Android TV Smart TV,00:42:35,00:42:35,BR (Brazil)
Alexandre,2023-04-04 01:17:16,00:45:02,,O Agente Noturno: Temporada 1: Mergulhos profundos (Episódio 6),,TCL TV 2018 UHD Android TV Smart TV,00:46:21,00:46:21,BR (Brazil)
Alexandre,2023-04-04 00:28:07,00:49:02,,O Agente Noturno: Temporada 1: A marionete (Episódio 5),,TCL TV 2018 UHD Android TV Smart TV,00:49:02,00:49:02,BR (Brazil)
Alexandre,2023-04-04 00:26:29,00:00:08,Autoplayed: user action: None; ,"Crouching Tiger, Hidden Dragon: Sword of Destiny (Trailer)",TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:08,00:00:08,BR (Brazil)
Alexandre,2023-04-03 17:03:51,00:44:15,,O Agente Noturno: Temporada 1: Segredos confidenciais (Episódio 4),,TCL TV 2018 UHD Android TV Smart TV,00:43:42,00:43:42,BR (Brazil)
Alexandre,2023-04-03 13:32:11,00:00:01,Autoplayed: user action: None; ,O Agente Noturno: Temporada 1: Segredos confidenciais (Episódio 4),,TCL TV 2018 UHD Android TV Smart TV,00:01:25,Not latest view,BR (Brazil)
Alexandre,2023-04-03 13:01:27,00:30:39,Autoplayed: user action: User_Interaction; ,O Agente Noturno: Temporada 1: Guarda do zoológico (Episódio 3),,TCL TV 2018 UHD Android TV Smart TV,00:52:54,00:52:54,BR (Brazil)
Alexandre,2023-04-03 12:57:27,00:01:59,,Trailer: Meu Amigo Lutcha,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:01:59,00:01:59,BR (Brazil)
Alexandre,2023-04-01 21:55:37,00:23:25,Autoplayed: user action: User_Interaction; ,Bumblebee,,TCL TV 2018 UHD Android TV Smart TV,00:47:09,Not latest view,BR (Brazil)
Alexandre,2023-04-01 21:54:52,00:00:19,Autoplayed: user action: None; ,Waterworld_hook_01_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:19,00:00:19,BR (Brazil)
Alexandre,2023-04-01 18:36:38,00:02:18,,Trailer: Mistério em Paris,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:02:18,Not latest view,BR (Brazil)
Alexandre,2023-04-01 18:36:05,00:00:30,,The Blacklist: Season 1_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:30,00:00:30,BR (Brazil)
Alexandre,2023-04-01 18:34:45,00:01:17,Autoplayed: user action: None; ,Trailer: Kill Boksoon,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:01:17,Not latest view,BR (Brazil)
Alexandre,2023-04-01 17:12:57,01:21:43,Autoplayed: user action: User_Interaction; ,G.I. Joe Origens: Snake Eyes,,TCL TV 2018 UHD Android TV Smart TV,01:58:00,01:58:00,BR (Brazil)
Alexandre,2023-04-01 13:52:09,01:07:42,,Luther: O Cair da Noite,,TCL TV 2018 UHD Android TV Smart TV,02:02:49,02:02:49,BR (Brazil)
Alexandre,2023-04-01 13:51:48,00:00:16,Autoplayed: user action: None; ,Trailer: Luther: O Cair da Noite,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:16,00:00:16,BR (Brazil)
Alexandre,2023-04-01 13:27:15,00:00:02,,Luther: O Cair da Noite,,TCL TV 2018 UHD Android TV Smart TV,00:55:08,Not latest view,BR (Brazil)
Alexandre,2023-04-01 13:27:07,00:00:06,Autoplayed: user action: None; ,Trailer: Luther: O Cair da Noite,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:06,Not latest view,BR (Brazil)
Alexandre,2023-04-01 12:25:49,01:01:04,Autoplayed: user action: User_Interaction; ,Luther: O Cair da Noite,,TCL TV 2018 UHD Android TV Smart TV,01:34:06,Not latest view,BR (Brazil)
Alexandre,2023-03-31 13:47:37,00:33:08,,Luther: O Cair da Noite,,TCL TV 2018 UHD Android TV Smart TV,00:33:08,Not latest view,BR (Brazil)
Alexandre,2023-03-31 13:47:22,00:00:10,Autoplayed: user action: None; ,Trailer: Luther: O Cair da Noite,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:10,Not latest view,BR (Brazil)
Alexandre,2023-03-31 03:03:22,00:00:17,Autoplayed: user action: None; ,Como Você Sabe,,TCL TV 2018 UHD Android TV Smart TV,00:00:17,00:00:17,BR (Brazil)
Alexandre,2023-03-31 03:03:05,00:00:11,,How Do You Know_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:11,Not latest view,BR (Brazil)
Alexandre,2023-03-31 03:02:34,00:00:27,,Good Witch: Season 1_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:27,00:00:27,BR (Brazil)
Alexandre,2023-03-31 03:00:27,00:02:03,,Trailer: Destemida,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:02:03,Not latest view,BR (Brazil)
Alexandre,2023-03-31 02:15:35,00:44:47,,A Elefanta do Mágico,,TCL TV 2018 UHD Android TV Smart TV,01:34:49,01:34:49,BR (Brazil)
Alexandre,2023-03-31 02:14:54,00:00:05,Autoplayed: user action: None; ,Temporada 1 (Trailer): O Agente Noturno,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:05,Not latest view,BR (Brazil)
Alexandre,2023-03-31 02:14:13,00:00:20,Autoplayed: user action: None; ,Temporada 1 (Trailer): Entrevías,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:20,Not latest view,BR (Brazil)
Alexandre,2023-03-31 02:13:50,00:00:04,Autoplayed: user action: None; ,Temporada 1 (Trailer): Lockwood & Co.,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:04,Not latest view,BR (Brazil)
Alexandre,2023-03-31 02:11:57,00:01:47,Autoplayed: user action: None; ,Mistério no Mediterrâneo (Trailer),TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:01:47,00:01:47,BR (Brazil)
Alexandre,2023-03-31 02:11:13,00:00:35,Autoplayed: user action: None; ,Temporada 1 (Trailer): Half Bad: O Filho Bastardo do Diabo,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:00:36,00:00:36,BR (Brazil)
Alexandre,2023-03-31 02:10:11,00:00:46,Autoplayed: user action: None; ,Temporada 1 (Clipe): Instável,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:46,Not latest view,BR (Brazil)
Alexandre,2023-03-29 15:09:16,00:15:21,,A Elefanta do Mágico,,TCL TV 2018 UHD Android TV Smart TV,00:50:07,Not latest view,BR (Brazil)
Alexandre,2023-03-29 14:33:20,00:34:48,,A Elefanta do Mágico,,TCL TV 2018 UHD Android TV Smart TV,00:34:48,Not latest view,BR (Brazil)
Alexandre,2023-03-29 14:31:52,00:00:14,Autoplayed: user action: User_Interaction; ,A Elefanta do Mágico,,TCL TV 2018 UHD Android TV Smart TV,00:00:14,Not latest view,BR (Brazil)
Alexandre,2023-03-29 14:31:34,00:00:09,Autoplayed: user action: None; ,O Rei das Sombras (Clipe): O Rei das Sombras,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:09,00:00:09,BR (Brazil)
Alexandre,2023-03-29 14:30:23,00:00:53,Autoplayed: user action: None; ,Luther: O Cair da Noite (Clipe): Luther: O Cair da Noite,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:53,00:00:53,BR (Brazil)
Alexandre,2023-03-29 14:29:40,00:00:05,Autoplayed: user action: None; ,Temporada 1 (Clipe): Wellmania,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:05,00:00:05,BR (Brazil)
Alexandre,2023-03-29 14:27:38,00:01:20,,Trailer: Power Rangers: Agora e Sempre,TRAILER,TCL TV 2018 UHD Android TV Smart TV,00:01:20,00:01:20,BR (Brazil)
Alexandre,2023-03-29 14:26:10,00:00:05,Autoplayed: user action: None; ,City of God_hook_primary_16x9,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:05,00:00:05,BR (Brazil)
Alexandre,2023-03-29 14:23:52,00:00:06,Autoplayed: user action: None; ,Temporada 1 (Clipe): Despercebida,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:06,Not latest view,BR (Brazil)
Alexandre,2023-03-28 17:58:56,00:54:14,,Sombra e Ossos: Temporada 2: Sem funerais (Episódio 8),,TCL TV 2018 UHD Android TV Smart TV,00:54:18,Not latest view,BR (Brazil)
Alexandre,2023-03-28 17:04:32,00:54:18,,Sombra e Ossos: Temporada 2: Te encontro na pradaria (Episódio 7),,TCL TV 2018 UHD Android TV Smart TV,00:59:15,00:59:15,BR (Brazil)
Alexandre,2023-03-28 13:02:31,00:05:00,,Sombra e Ossos: Temporada 2: Te encontro na pradaria (Episódio 7),,TCL TV 2018 UHD Android TV Smart TV,00:05:04,Not latest view,BR (Brazil)
Alexandre,2023-03-28 12:03:00,00:58:42,Autoplayed: user action: User_Interaction; ,Sombra e Ossos: Temporada 2: Ni weh sesh (eu não tenho coração) (Episódio 6),,TCL TV 2018 UHD Android TV Smart TV,00:57:27,00:57:27,BR (Brazil)
Alexandre,2023-03-28 11:32:43,00:30:09,,Sombra e Ossos: Temporada 2: Yuyeh sesh (despreze seu coração) (Episódio 5),,TCL TV 2018 UHD Android TV Smart TV,00:55:40,00:55:40,BR (Brazil)
Alexandre,2023-03-28 11:32:09,00:00:06,Autoplayed: user action: None; ,Luther: O Cair da Noite (Clipe): Luther: O Cair da Noite,HOOK,TCL TV 2018 UHD Android TV Smart TV,00:00:06,00:00:06,BR (Brazil)
Alexandre,2023-03-28 02:37:31,00:25:29,,Sombra e Ossos: Temporada 2: Yuyeh sesh (despreze seu coração) (Episódio 5),,TCL TV 2018 UHD Android TV Smart TV,00:25:29,Not latest view,BR (Brazil)
Alexandre,2023-03-28 01:50:35,00:00:14,Autoplayed: user action: None; ,Sombra e Ossos: Temporada 2: Yuyeh sesh (despreze seu coração) (Episódio 5),,TCL TV 2018 UHD Android TV Smart TV,00:00:18,Not latest view,BR (Brazil)
Alexandre,2023-03-28 00:55:45,00:54:47,,Sombra e Ossos: Temporada 2: Todas as coisas monstruosas (Episódio 4),,TCL TV 2018 UHD Android TV Smart TV,00:54:51,00:54:51,BR (Brazil)
Alexandre,2023-03-27 23:58:03,00:57:39,,Sombra e Ossos: Temporada 2: Pessoas iguais se atraem (Episódio 3),,TCL TV 2018 UHD Android TV Smart TV,00:57:44,00:57:44,BR (Brazil)
Alexandre,2023-03-27 23:22:28,00:35:28,Autoplayed: user action: User_Interaction; ,Sombra e Ossos: Temporada 2: Rusalye (Episódio 2),,TCL TV 2018 UHD Android TV Smart TV,01:01:13,01:01:13,BR (Brazil)
Alexandre,2023-03-27 22:56:33,00:25:47,,Sombra e Ossos: Temporada 2: Rusalye (Episódio 2),,TCL TV 2018 UHD Android TV Smart TV,00:25:50,Not latest view,BR (Brazil)
